run_id,harderLASSO ANN,LASSO ANN
33,"([5, 6, 18, 26], np.float64(6.180215267116322))","([], np.float64(137.03314485597005))"
34,"([23, 30, 33, 40], np.float64(0.04206116281570642))","([30, 33], np.float64(63.90643402705218))"
35,"([15, 38, 42, 45], np.float64(7.1679079644706))","([38, 42], np.float64(128.34798154225123))"
36,"([8, 49], np.float64(71.68634082543569))","([], np.float64(132.83924053253793))"
37,"([5, 36, 40, 43], np.float64(6.051240849984684))","([40, 43], np.float64(116.47298735524684))"
38,"([14, 37, 38, 44], np.float64(0.03542575215050374))","([], np.float64(147.0984995340043))"
39,"([1, 23, 32, 43], np.float64(6.498684677572897))","([], np.float64(152.92314206944627))"
40,"([6, 21, 33, 34], np.float64(0.04066496833352903))","([6, 34], np.float64(71.7195892123465))"
41,"([1, 6, 20, 47], np.float64(5.448764891638613))","([], np.float64(146.19327257349573))"
42,"([15, 36, 39, 49], np.float64(0.07125920573989447))","([], np.float64(146.31945479193746))"
43,"([5, 6, 7, 41], np.float64(0.02682582348743535))","([], np.float64(135.83625370715478))"
44,"([24, 27, 31, 36], np.float64(0.025138246737208915))","([31, 36], np.float64(109.41958601741396))"
45,"([13, 32, 36, 41], np.float64(0.040929993704757))","([], np.float64(139.58632830444648))"
46,"([8, 13, 15, 19], np.float64(0.031166194814383777))","([13, 19], np.float64(131.1105139046707))"
47,"([14, 39, 42, 49], np.float64(0.022586652875247686))","([], np.float64(146.9939336656524))"
48,"([3, 12, 23, 29], np.float64(0.06055592024921421))","([], np.float64(146.48658500415826))"
49,"([26, 36], np.float64(81.37798432323508))","([], np.float64(151.06407027464348))"
50,"([0, 23, 30, 36], np.float64(6.073028151848834))","([], np.float64(152.40380040383758))"
51,"([0, 5, 12, 45], np.float64(0.04874827328233981))","([], np.float64(137.78025191795936))"
52,"([17, 21, 47, 49], np.float64(0.05578973377691689))","([], np.float64(145.21479230749165))"
53,"([4, 7, 21, 48], np.float64(0.017360684975682453))","([7, 21], np.float64(75.18750341410536))"
54,"([25, 26, 35, 41], np.float64(0.026119299426719027))","([], np.float64(137.04297455866612))"
55,"([11, 12, 14, 47], np.float64(6.5882100427032775))","([12, 14], np.float64(69.77979523839635))"
56,"([8, 15, 22, 48], np.float64(6.89683443739864))","([], np.float64(153.2249801357856))"
57,"([9, 19, 32, 35], np.float64(6.541313955531205))","([9, 32], np.float64(77.36615656407758))"
58,"([22, 28, 40, 46], np.float64(7.025177973694335))","([], np.float64(139.4386814956557))"
59,"([14, 26, 27, 44], np.float64(0.04737111036538575))","([], np.float64(154.02097074468392))"
60,"([12, 26, 32, 38], np.float64(6.025555293602327))","([], np.float64(133.90587584738626))"
61,"([24, 39, 45, 46], np.float64(0.049951967872948005))","([], np.float64(146.44227271842658))"
62,"([29, 34, 35, 47], np.float64(0.03769971030341226))","([], np.float64(145.4972337040996))"
63,"([19, 22, 27, 34], np.float64(0.024345287540810206))","([22, 34], np.float64(121.9377798412834))"
64,"([19, 21, 37, 46], np.float64(6.568793780113579))","([], np.float64(141.56252594676258))"
65,"([7, 11, 41, 46], np.float64(5.9531249668544755))","([11, 41], np.float64(110.32186289900028))"
66,"([0, 7, 15, 45], np.float64(0.05743313840191892))","([], np.float64(139.37502236179708))"
67,"([15, 25, 37, 38], np.float64(0.057138297093703806))","([], np.float64(161.13341652620124))"
68,"([0, 9, 18, 20], np.float64(0.07501925080668251))","([], np.float64(136.29988525576957))"
69,"([0, 12, 35, 49], np.float64(0.06559025077881521))","([], np.float64(153.65271668055))"
70,"([13, 27, 33, 40], np.float64(0.05135078882831197))","([], np.float64(146.40075738020434))"
71,"([7, 8, 23, 48], np.float64(0.022879144826032757))","([], np.float64(134.5874215627603))"
72,"([6, 29, 39, 43], np.float64(0.03181366516998064))","([], np.float64(157.12291195338318))"
73,"([0, 5, 11, 48], np.float64(0.03321751794608501))","([5, 48], np.float64(120.86094263506305))"
74,"([10, 16, 19, 37], np.float64(0.04505746370689917))","([19, 37], np.float64(127.78690446853763))"
75,"([15, 18, 20, 25], np.float64(7.16117870723028))","([18, 25], np.float64(118.0309351136347))"
76,"([2, 9, 19, 25], np.float64(7.232674140008928))","([], np.float64(149.23681444948775))"
77,"([9, 24, 27, 32], np.float64(0.14971928540136786))","([9, 24], np.float64(111.3282095860922))"
78,"([17, 25, 28, 31], np.float64(6.274663971081413))","([], np.float64(134.01476154349476))"
79,"([5, 27, 34, 48], np.float64(6.215663147956517))","([5, 34], np.float64(110.93782220700292))"
80,"([10, 23, 25, 39], np.float64(81.22120167394287))","([], np.float64(147.18080563705954))"
81,"([6, 29, 32, 35], np.float64(0.042860145523598105))","([], np.float64(137.68771548715077))"
82,"([13, 19, 39, 49], np.float64(0.03603276883885242))","([], np.float64(141.76652777067537))"
83,"([37, 40], np.float64(74.63024294811053))","([], np.float64(150.4513332959812))"
84,"([15, 20, 26, 44], np.float64(6.736881122287473))","([], np.float64(144.86685482428857))"
85,"([9, 21, 35, 47], np.float64(0.04185953684440207))","([], np.float64(143.7986416391586))"
86,"([8, 13, 24, 25], np.float64(0.03757716860135986))","([], np.float64(138.06007629122877))"
87,"([18, 25, 32, 38], np.float64(7.6131249364745335))","([18, 32], np.float64(85.09081845656654))"
88,"([16, 19, 39, 46], np.float64(0.044454388232076))","([], np.float64(148.63820778233017))"
89,"([2, 11, 27, 35], np.float64(6.541246757837353))","([11, 35], np.float64(104.04448511947594))"
90,"([15, 20, 27, 41], np.float64(5.763903414391294))","([15, 20, 27, 41], np.float64(6.268015054657539))"
91,"([3, 12, 27, 31], np.float64(0.03076045423401859))","([], np.float64(145.6891317348856))"
92,"([7, 30, 32, 49], np.float64(6.090048778739968))","([], np.float64(143.78396690346952))"
93,"([18, 20, 22, 31], np.float64(0.06476819990336709))","([], np.float64(141.46757324812006))"
94,"([8, 35, 44, 49], np.float64(6.0840670687952825))","([], np.float64(139.64800900026356))"
95,"([5, 8, 32, 39], np.float64(0.044693595541542196))","([32, 39], np.float64(63.89346366546857))"
96,"([11, 13, 14, 18], np.float64(0.0519377636714635))","([], np.float64(143.7708621572372))"
97,"([7, 10, 16, 40], np.float64(0.04420322322901384))","([7, 10], np.float64(107.78332964354573))"
98,"([21, 28, 30, 40], np.float64(0.07961445162321037))","([], np.float64(152.9432804305344))"
99,"([4, 34, 39, 48], np.float64(6.211450910502248))","([34, 48], np.float64(72.04480857023053))"
