run_id,harderLASSO ANN,LASSO ANN
31,"([0, 2, 3, 11, 21, 23, 30, 32, 33, 43, 49], np.float64(279.18791617000477))","([], np.float64(552.0044688784109))"
32,"([2, 5, 20, 24, 27, 31, 39, 40, 46, 47, 49], np.float64(179.91292129943923))","([], np.float64(461.0692675523727))"
33,"([3, 6, 16, 21, 27, 33, 39, 45, 46, 48], np.float64(215.4671637587857))","([], np.float64(494.38174251670523))"
34,"([0, 2, 13, 17, 24, 30, 31, 33, 34, 44], np.float64(284.2646877518833))","([], np.float64(521.4052207880148))"
35,"([5, 7, 13, 20, 21, 30, 36, 43, 44, 45, 47], np.float64(305.36027146456564))","([], np.float64(482.53500302507575))"
36,"([1, 5, 9, 20, 36, 47, 48], np.float64(310.31369493895556))","([], np.float64(501.1577545500307))"
37,"([0, 1, 5, 7, 12, 16, 23], np.float64(336.54549083067917))","([], np.float64(492.3970276252604))"
38,"([5, 7, 10, 19, 22, 24, 31, 32, 33, 34, 41], np.float64(200.73183239172656))","([], np.float64(514.2516402116767))"
39,"([3, 10, 13, 15, 21, 26, 29, 36, 37, 40], np.float64(260.3029258471372))","([], np.float64(502.7929650713969))"
40,"([8, 13, 14, 18, 22, 28, 34, 37, 41, 42, 43, 44, 47], np.float64(442.79582323653375))","([], np.float64(505.49349932068156))"
41,"([1, 12, 13, 27, 28, 29, 30, 32, 40, 43, 46, 47, 49], np.float64(420.93411118785895))","([43], np.float64(523.6480430641944))"
42,"([0, 8, 18, 24, 25, 29, 38, 41, 43, 45, 46], np.float64(281.041040562019))","([], np.float64(507.1927620354152))"
43,"([1, 11, 18, 20, 32, 34, 37, 40, 45, 46], np.float64(192.6817017193401))","([], np.float64(518.7709120387491))"
44,"([10, 11, 12, 22, 28, 29, 40, 42, 46], np.float64(298.2139889215102))","([], np.float64(517.401946859471))"
45,"([4, 20, 22, 26, 27, 30, 34, 48], np.float64(351.50773342586086))","([], np.float64(550.9300067775904))"
46,"([0, 4, 6, 9, 31, 32, 37, 42, 43, 44], np.float64(183.8321166194817))","([], np.float64(502.4121666865542))"
47,"([6, 7, 8, 16, 21, 28, 40, 48], np.float64(232.16539764539937))","([], np.float64(497.5089528995385))"
48,"([4, 14, 15, 16, 18, 29, 32, 35, 36, 44], np.float64(200.60091524738004))","([], np.float64(505.9576111960328))"
49,"([5, 6, 25, 27, 28, 29, 35, 36, 42], np.float64(326.4385730365158))","([], np.float64(517.3168615910843))"
50,"([0, 1, 5, 7, 11, 12, 13, 22, 30, 46], np.float64(240.5859539983381))","([], np.float64(454.9727312940691))"
51,"([11, 25, 28, 31, 36, 41, 43, 48], np.float64(212.16857706154272))","([], np.float64(485.9637836181844))"
52,"([6, 10, 17, 22, 26, 29, 38, 39, 40, 41], np.float64(264.2198424334649))","([], np.float64(498.75615489579553))"
53,"([7, 17, 18, 36, 39, 43, 45, 46, 48], np.float64(266.20543778154405))","([], np.float64(530.609577497595))"
54,"([2, 12, 16, 24, 28, 37, 45, 49], np.float64(329.7618646769222))","([], np.float64(511.8502767979521))"
55,"([0, 3, 6, 19, 20, 22, 36], np.float64(337.0148890640893))","([], np.float64(552.5096694068467))"
56,"([26, 28, 35, 39, 41, 43], np.float64(383.62169844936824))","([], np.float64(466.74534985203877))"
57,"([0, 4, 6, 8, 10, 13, 15, 22, 29, 31, 47], np.float64(266.4979894676801))","([], np.float64(547.5923005973652))"
58,"([3, 4, 7, 9, 27, 29, 31, 33, 39, 44, 46, 47], np.float64(146.7147042458994))","([], np.float64(526.5825993465386))"
59,"([1, 6, 12, 16, 20, 23, 25, 32, 46], np.float64(248.08389390255607))","([], np.float64(489.12902951203193))"
60,"([1, 6, 7, 8, 16, 31, 32, 35, 37, 40, 42], np.float64(189.2219231342072))","([], np.float64(493.98398519389974))"
61,"([0, 1, 8, 17, 22, 28, 32, 34, 36], np.float64(259.388363339416))","([], np.float64(533.4492349841402))"
62,"([8, 11, 20, 29, 30, 34, 41, 44, 45, 47], np.float64(292.61837210047))","([], np.float64(544.8122841868585))"
63,"([3, 4, 8, 14, 15, 19, 25, 27, 33, 34, 44, 48], np.float64(325.89232676025506))","([], np.float64(489.30962052606617))"
64,"([1, 3, 5, 7, 12, 15, 16, 37, 38, 45], np.float64(190.58546704450006))","([45], np.float64(506.7158139085762))"
65,"([2, 5, 7, 14, 15, 16, 28, 42, 43, 44, 46], np.float64(252.79250916403137))","([], np.float64(464.6051942811888))"
66,"([4, 7, 14, 15, 17, 27, 43, 49], np.float64(328.82780855379326))","([], np.float64(499.6327737779281))"
67,"([3, 6, 11, 15, 29, 37, 40, 41, 47, 48], np.float64(322.72045208936737))","([], np.float64(544.6859258777514))"
68,"([20, 29, 36, 44, 49], np.float64(366.09176818632966))","([], np.float64(519.3057455653264))"
69,"([0, 4, 5, 8, 9, 10, 16, 25, 43, 44, 46, 48], np.float64(223.1612134069431))","([], np.float64(462.82312370157274))"
70,"([1, 5, 7, 22, 28, 30, 32, 42, 43], np.float64(256.07967168831715))","([], np.float64(520.6718878745932))"
71,"([2, 10, 13, 14, 18, 20, 22, 30, 34, 39], np.float64(188.47657797775764))","([], np.float64(518.9537205827494))"
72,"([0, 1, 11, 22, 25, 29, 49], np.float64(324.65102624367285))","([], np.float64(496.34164512208633))"
73,"([0, 2, 7, 11, 17, 21, 22, 28, 39, 46], np.float64(189.18275444461995))","([], np.float64(528.2782803168178))"
74,"([0, 2, 13, 16, 22, 25, 26, 31, 35, 45, 49], np.float64(206.36865179213297))","([], np.float64(544.3310761177307))"
75,"([3, 5, 20, 25, 27, 32, 33, 49], np.float64(309.35764745907045))","([], np.float64(459.1081353862111))"
76,"([4, 18, 19, 23, 27, 37, 41, 45], np.float64(306.4867748230711))","([], np.float64(503.5133487047354))"
77,"([8, 25, 26, 31, 44, 45], np.float64(342.24981747604085))","([], np.float64(565.0729704654879))"
78,"([1, 8, 9, 21, 23, 24, 49], np.float64(310.57855228657814))","([], np.float64(457.714718874519))"
79,"([6, 12, 17, 30, 37, 38, 39, 45, 47, 49], np.float64(347.68450549766493))","([], np.float64(515.5411988440476))"
80,"([0, 2, 11, 13, 15, 29, 30, 31, 36, 48], np.float64(325.2503699419928))","([], np.float64(523.3790716759349))"
81,"([7, 8, 14, 23, 35, 38, 40, 43, 49], np.float64(286.94850246789366))","([], np.float64(469.3712590210604))"
82,"([5, 9, 10, 11, 15, 21, 26, 30, 32, 35, 36, 42], np.float64(285.5402473452832))","([], np.float64(485.8134872252724))"
83,"([0, 9, 17, 19, 21, 24, 29, 31, 39, 43], np.float64(269.36421548935857))","([], np.float64(532.7112285724878))"
84,"([3, 5, 8, 13, 31, 36, 40, 44], np.float64(341.57156717288865))","([], np.float64(519.6279109387505))"
85,"([15, 19, 20, 23, 24, 26, 30, 34, 41, 43, 44, 48], np.float64(306.3395577208811))","([], np.float64(513.3107707320162))"
86,"([3, 4, 5, 7, 9, 10, 14, 15, 21, 38, 44, 47], np.float64(194.91907236384282))","([], np.float64(434.4159251166954))"
87,"([1, 3, 8, 19, 23, 24, 26, 27, 34, 36, 44, 49], np.float64(209.57312483060755))","([], np.float64(555.1463626979566))"
88,"([0, 1, 8, 9, 12, 21, 22, 25, 29, 34, 39, 48], np.float64(229.84073241281902))","([], np.float64(540.7550053265253))"
89,"([11, 12, 13, 26, 35, 43, 45, 48], np.float64(282.21313281502864))","([], np.float64(572.849652477742))"
90,"([1, 18, 29, 30, 39, 40, 46, 47], np.float64(312.6403559293201))","([], np.float64(500.75697272392773))"
91,"([2, 12, 19, 23, 24, 29, 42, 45], np.float64(258.568872817111))","([], np.float64(517.2774206048031))"
92,"([21, 22, 24, 28, 31, 37, 42], np.float64(331.3188826649836))","([], np.float64(502.2023418857723))"
93,"([2, 5, 8, 12, 16, 18, 19, 25, 30, 37, 44, 45], np.float64(108.73671158425486))","([], np.float64(516.1860593633543))"
94,"([0, 1, 6, 13, 20, 31, 39, 44], np.float64(262.8138064864504))","([], np.float64(484.94208827158377))"
95,"([6, 8, 14, 15, 16, 19, 30, 40, 43, 45, 46], np.float64(299.6860372640516))","([], np.float64(549.9825060264543))"
96,"([2, 4, 6, 10, 12, 17, 18, 21, 26, 32, 33, 43, 48], np.float64(122.49093306945896))","([], np.float64(520.5431645706999))"
97,"([1, 2, 8, 10, 11, 16, 18, 22, 24, 26, 29, 45], np.float64(221.83744351957446))","([], np.float64(518.3186814854175))"
98,"([6, 8, 16, 20, 21, 22, 30, 36, 41], np.float64(344.57780924744344))","([], np.float64(489.3382771100259))"
99,"([4, 10, 27, 35, 38, 40, 44, 46], np.float64(256.10113699373835))","([], np.float64(515.2129999782347))"
