run_id,harderLASSO ANN,LASSO ANN
23,"([13, 14, 15, 17, 18, 20, 26, 48], np.float64(393.49903262573554))","([], np.float64(555.2791039837815))"
24,"([3, 7, 9, 13, 28, 31, 38, 44], np.float64(392.2041178356041))","([], np.float64(556.680728926049))"
25,"([4, 6, 11, 14, 15, 16, 25, 27, 41, 44, 46, 49], np.float64(377.47688054036894))","([], np.float64(574.8838022713578))"
26,"([2, 5, 9, 13, 15, 26, 30, 33, 34, 38, 42, 44], np.float64(285.08154907101533))","([15], np.float64(596.7036143116467))"
27,"([0, 5, 6, 19, 23, 27, 31, 34], np.float64(415.7403353310142))","([], np.float64(565.0155919981598))"
28,"([0, 3, 9, 19, 22, 25, 26, 38, 40, 42], np.float64(343.9703142348347))","([], np.float64(582.134577483936))"
29,"([4, 10, 13, 15, 24, 36, 37, 42], np.float64(450.0182556017))","([], np.float64(548.229385219161))"
30,"([2, 3, 14, 16, 19, 26, 27, 35, 47], np.float64(437.7656788899337))","([40], np.float64(612.8263012086381))"
31,"([0, 2, 12, 20, 31, 33, 34, 39, 44, 45], np.float64(368.7919417511735))","([], np.float64(584.5632586463937))"
32,"([3, 5, 10, 24, 27, 28, 30, 34, 35, 36, 37, 42, 44], np.float64(308.99580215869315))","([], np.float64(604.671898051891))"
33,"([1, 8, 11, 14, 17, 37, 40, 45, 49], np.float64(337.40997360638397))","([], np.float64(586.6176709785587))"
34,"([0, 5, 6, 15, 24, 25, 26, 37], np.float64(425.26837658336507))","([], np.float64(614.4928635969743))"
35,"([10, 16, 20, 21, 36, 41, 45], np.float64(390.52249149451853))","([], np.float64(583.2160764279032))"
36,"([3, 4, 15, 17, 33, 39, 44, 49], np.float64(444.3698886911187))","([], np.float64(572.3914392696594))"
37,"([0, 8, 10, 14, 21, 24, 34, 35, 49], np.float64(336.96464794863806))","([], np.float64(599.7046951483335))"
38,"([9, 13, 16, 19, 26, 37, 42, 48], np.float64(400.0861508468577))","([], np.float64(609.3120740365506))"
39,"([4, 7, 9, 15, 30, 31, 32, 36, 38], np.float64(440.88984830522344))","([], np.float64(572.4255988070746))"
40,"([0, 3, 7, 13, 19, 27, 29, 32, 42, 43], np.float64(361.83985225425243))","([], np.float64(597.9687585075081))"
41,"([7, 11, 21, 25, 26, 28, 31, 44], np.float64(342.466542739719))","([], np.float64(566.3217499524152))"
42,"([6, 11, 13, 14, 15, 16, 22, 23, 40, 42, 44, 45], np.float64(361.7831771391763))","([], np.float64(571.1555093777991))"
43,"([4, 6, 10, 17, 30, 37, 46], np.float64(366.71396164338665))","([], np.float64(546.6391104275045))"
44,"([1, 12, 28, 33, 36, 38, 39, 40, 43], np.float64(351.8132377007912))","([], np.float64(638.4475535446468))"
45,"([16, 21, 23, 35, 36, 38, 44, 46], np.float64(395.9942897279133))","([], np.float64(544.216440678457))"
46,"([14, 19, 23, 28, 34, 36, 40, 45], np.float64(312.4576415820507))","([], np.float64(566.3547857033441))"
47,"([16, 18, 19, 25, 28, 29, 30, 32, 48], np.float64(418.723574754396))","([], np.float64(585.0322518991741))"
48,"([1, 6, 15, 27, 33, 37, 42, 43], np.float64(356.0894700811604))","([], np.float64(595.4198596325969))"
49,"([8, 9, 11, 25, 33, 36, 42, 49], np.float64(412.81105979271814))","([], np.float64(604.2356542956155))"
50,"([0, 2, 3, 10, 21, 22, 29, 46, 49], np.float64(366.3053130122452))","([], np.float64(582.034872647526))"
51,"([10, 22, 23, 30, 34, 48], np.float64(383.83055342219))","([], np.float64(600.0307035508074))"
52,"([6, 12, 19, 27, 33, 35, 36, 49], np.float64(343.0066978955561))","([], np.float64(574.3778642894534))"
53,"([1, 14, 19, 25, 28, 35, 37, 38, 43, 44], np.float64(379.55098634899724))","([], np.float64(602.6069101985923))"
54,"([3, 4, 5, 6, 8, 9, 17, 20, 29, 40, 41, 43], np.float64(251.67311910158242))","([], np.float64(528.5236407062497))"
55,"([4, 6, 11, 23, 27, 34, 35, 39], np.float64(523.732940405164))","([], np.float64(587.8431472217399))"
56,"([4, 10, 29, 35, 37, 44, 49], np.float64(389.00224038121996))","([], np.float64(574.4570471144627))"
57,"([5, 7, 10, 16, 31, 32, 33, 38, 49], np.float64(395.31350611206204))","([], np.float64(538.0051731494849))"
58,"([10, 14, 19, 31, 36, 40, 49], np.float64(383.35551601372345))","([], np.float64(550.3177052512243))"
59,"([2, 12, 15, 24, 29, 31, 33, 36, 37, 49], np.float64(457.189081627987))","([33], np.float64(621.8548844143132))"
60,"([4, 15, 16, 20, 25, 32, 38, 44, 45, 48], np.float64(332.08030219320625))","([], np.float64(597.724075070648))"
61,"([0, 4, 11, 12, 17, 30, 36, 48], np.float64(366.80221786868935))","([], np.float64(656.4626748424093))"
62,"([8, 16, 21, 25, 32, 38, 39, 41, 42, 43, 48], np.float64(281.4375355019602))","([], np.float64(587.2533886140687))"
63,"([1, 20, 26, 27, 29, 31, 33, 43], np.float64(305.12188687754724))","([], np.float64(601.705335084328))"
64,"([2, 6, 11, 12, 16, 21, 30, 31, 35, 38], np.float64(272.06467158458184))","([], np.float64(568.6978471310703))"
65,"([3, 8, 24, 26, 31, 38, 41, 42, 43, 46], np.float64(275.12206598879453))","([], np.float64(570.3084260996358))"
66,"([5, 13, 21, 26, 28, 31, 34, 36, 39, 41], np.float64(405.7362943520228))","([], np.float64(627.2221030348917))"
67,"([4, 12, 17, 32], np.float64(540.4650893218385))","([], np.float64(627.7052570214684))"
68,"([5, 10, 14, 23, 24, 30, 32, 35], np.float64(340.566745307671))","([], np.float64(571.6401143157008))"
69,"([1, 8, 11, 29, 30, 32, 33, 34, 46, 49], np.float64(410.56971434410866))","([], np.float64(592.1905638362938))"
70,"([11, 16, 21, 23, 28, 32, 39, 41], np.float64(393.31223857176235))","([], np.float64(579.5264253863946))"
71,"([7, 9, 16, 17, 18, 21, 24, 37], np.float64(315.584254073072))","([], np.float64(577.3090029755173))"
72,"([5, 16, 24, 30, 38, 39, 41, 43, 48], np.float64(340.0265935356633))","([], np.float64(531.1426037665499))"
73,"([11, 12, 13, 20, 27, 32, 36, 42, 49], np.float64(413.05739337460824))","([], np.float64(545.141438672191))"
74,"([3, 6, 8, 15, 18, 22, 31, 35, 40, 42, 48], np.float64(275.5081701752718))","([], np.float64(577.6167483532978))"
75,"([0, 4, 8, 11, 30, 32, 33, 37, 43], np.float64(362.19882264943004))","([], np.float64(557.8461161495509))"
76,"([3, 4, 16, 17, 18, 19, 20, 21, 31, 35, 38, 41, 45], np.float64(234.291341518478))","([], np.float64(578.9733322586114))"
77,"([2, 5, 24, 25, 32, 33, 34, 37, 40, 49], np.float64(446.18869459893847))","([], np.float64(580.6804037840443))"
78,"([3, 6, 10, 13, 24, 28, 33, 36, 38, 40, 45], np.float64(394.34466552213223))","([], np.float64(551.7028686377777))"
79,"([3, 4, 6, 9, 12, 16, 17, 31, 33, 39, 40, 46], np.float64(465.6755170449501))","([], np.float64(566.0158762600117))"
80,"([6, 9, 14, 15, 16, 29, 49], np.float64(371.93494990276133))","([], np.float64(543.1992508474978))"
81,"([4, 8, 12, 15, 29, 33, 38, 42, 48], np.float64(424.0379417292167))","([], np.float64(602.7689324541383))"
82,"([11, 12, 13, 22, 23, 29, 37, 47, 49], np.float64(340.88391948045484))","([], np.float64(621.8711678366594))"
83,"([3, 7, 12, 13, 17, 21, 36, 42, 47], np.float64(376.13424226114176))","([], np.float64(612.1782955183992))"
84,"([0, 3, 5, 13, 25, 27, 31, 32, 37, 47], np.float64(331.4963635345721))","([], np.float64(545.431886715387))"
85,"([15, 19, 22, 25, 26, 32], np.float64(360.30996464955143))","([], np.float64(606.5398616439595))"
86,"([0, 11, 12, 13, 15, 20, 32, 45], np.float64(380.50528620891686))","([], np.float64(632.7672194430737))"
87,"([2, 4, 21, 27, 29, 32, 33, 38, 46], np.float64(409.15195954765034))","([], np.float64(584.5909642848376))"
88,"([8, 13, 14, 18, 20, 21, 33, 41, 44], np.float64(352.0907874033121))","([], np.float64(596.8608286631058))"
89,"([10, 13, 17, 29, 33, 41], np.float64(373.0123525815335))","([], np.float64(579.5572764836646))"
90,"([3, 6, 7, 11, 13, 15, 16, 17, 21, 24, 29, 49], np.float64(297.28304302778537))","([], np.float64(578.0163772166654))"
91,"([6, 9, 34, 35], np.float64(458.6763087988777))","([], np.float64(585.303827355074))"
92,"([0, 3, 6, 7, 11, 12, 13, 36, 37, 42, 48], np.float64(278.5600035465517))","([], np.float64(568.3401613488559))"
93,"([0, 13, 25, 27, 28, 37, 40, 42], np.float64(321.69668613360784))","([], np.float64(528.7614923446425))"
94,"([5, 6, 9, 21, 26, 27, 32, 37, 43, 45], np.float64(326.89927531591144))","([], np.float64(588.2809119988403))"
95,"([1, 18, 19, 26, 31, 34, 36, 38, 47, 48], np.float64(322.0194727038181))","([], np.float64(597.9671595126148))"
96,"([1, 3, 4, 10, 14, 15, 19, 27, 31, 32, 35, 38, 41, 42], np.float64(447.7442397580886))","([], np.float64(571.0382997616639))"
97,"([0, 3, 9, 14, 21, 25, 43, 44, 45, 46, 47], np.float64(295.66897070419765))","([], np.float64(587.7767149107516))"
98,"([1, 21, 27, 28, 29, 35, 40, 41, 44, 45, 46, 49], np.float64(302.68129454923724))","([], np.float64(537.2842748454281))"
99,"([13, 19, 27, 31, 32, 39, 40, 46, 49], np.float64(417.4208228624354))","([], np.float64(544.1978762525531))"
