run_id,"harderLASSO ANN - (20,)","harderLASSO ANN - (20, 10)","harderLASSO ANN - (20, 10, 5)"
37,"([4, 15, 24, 44], np.float64(22.273747521082754))","([4, 15, 24, 44], np.float64(18.222587771543687))","([], np.float64(51.97494140047503))"
38,"([20, 25, 26, 28], np.float64(22.585113837547247))","([20, 25, 26, 28], np.float64(2.756731411846286))","([], np.float64(58.077013609982984))"
39,"([5, 21, 25, 43], np.float64(21.51185943018688))","([5, 21, 25, 43], np.float64(15.256551872806801))","([], np.float64(60.82209485808491))"
40,"([29, 33, 35, 44], np.float64(22.49228546389044))","([29, 33, 35, 44], np.float64(14.916826374841548))","([], np.float64(54.00250570278609))"
41,"([3, 6, 11, 14], np.float64(21.910705513449326))","([3, 6, 11, 14], np.float64(38.29691106344602))","([], np.float64(58.725112933007445))"
42,"([6, 15, 43, 49], np.float64(21.836199092869194))","([6, 15, 43, 49], np.float64(11.221906953502462))","([15], np.float64(53.29657238991132))"
43,"([24, 30, 35, 45], np.float64(24.043595056917017))","([24, 30, 35, 45], np.float64(15.466074950606172))","([], np.float64(55.35801293754348))"
44,"([16, 22, 38, 46], np.float64(22.013259680077223))","([16, 22, 38, 46], np.float64(23.14297748095824))","([], np.float64(60.40998174422261))"
45,"([8, 19, 26, 45], np.float64(21.94863891951919))","([8, 19, 26, 45], np.float64(10.635794122033245))","([8, 19, 26, 45], np.float64(17.31028753310618))"
46,"([0, 10, 15, 16], np.float64(22.59441401414849))","([10, 15], np.float64(44.63982301399027))","([], np.float64(59.74291831858495))"
47,"([1, 10, 13, 48], np.float64(22.63311283338465))","([10, 48], np.float64(44.42902043439816))","([], np.float64(59.039355784539104))"
48,"([0, 20, 24, 42], np.float64(21.572178956001153))","([0, 20, 24, 42], np.float64(16.413642375892163))","([], np.float64(62.26733132478806))"
49,"([0, 21, 26, 30], np.float64(40.645175564009044))","([0, 21, 26, 30], np.float64(16.708894271568738))","([], np.float64(55.20306226043645))"
